ID start end name
f0t0e0 103.2 107 stile
f0t0e1 107 110 rail
f0t0e2 111.48 115.36 rail
f0t0e3 115.36 118.88 rail
f0t0e4 120 123.4 stile
f0t0e5 134.72 138.88 seat
f0t0e6 155.12 159 rail
f0t0e7 162.76 166.64 rail
f0t0e8 171.96 174.92 rail
f0t0e9 183.72 190.44 thumbtack
f0t0e10 196.88 200.24 thumbtack
f0t0e11 204.08 207.8 thumbtack
f0t0e12 211.2 214.84 thumbtack
f0t0e13 232.48 237.76 stickynotes
f0t0e14 237.76 240.08 marker
f0t0e15 252.64 258.8 tape
f0t0e16 360.04 363.08 stile
f0t0e17 363.08 366.08 rail
f0t0e18 371.48 375 rail
f0t0e19 375.68 378.68 rail
f0t0e20 380.12 383.12 stile
f0t0e21 391.68 394.84 seat
f0t0e22 399.44 402.52 rail
f0t0e23 414.68 417.56 rail
f0t0e24 424.08 426.72 rail
f0t0e25 436 439.2 thumbtack
f0t0e26 441.96 445.32 thumbtack
f0t0e27 449.56 453.12 thumbtack
f0t0e28 457.28 460.76 thumbtack
f0t0e29 465.92 469.12 stickynotes
f0t0e30 469.12 471.16 marker
f0t0e31 482.52 486.8 tape
f0t0e32 541.16 544.24 stile
f0t0e33 544.24 546.4 rail
f0t0e34 547.48 550.4 rail
f0t0e35 553.84 557.12 rail
f0t0e36 559.6 563.04 stile
f0t0e37 578.64 581.6 seat
f0t0e38 585.4 588.52 thumbtack
f0t0e39 592.04 595.2 thumbtack
f0t0e40 600.76 605.64 rail
f0t0e41 608.72 611.28 rail
f0t0e42 618.32 621.88 rail
f0t0e43 634.36 638.12 stickynotes
f0t0e44 638.12 639.92 marker
f0t0e45 649.28 652.52 tape
f0t0e46 713.4 716.12 stile
f0t0e47 716.12 718.92 rail
f0t0e48 719.8 722.52 rail
f0t0e49 723.24 726.24 rail
f0t0e50 726.88 730.04 stile
f0t0e51 738.56 741.32 seat
f0t0e52 744.64 748.28 thumbtack
f0t0e53 750.92 753.48 thumbtack
f0t0e54 760.96 764.36 rail
f0t0e55 770.56 773.52 rail
f0t0e56 779.76 782.64 rail
f0t0e57 797.04 799.84 stickynotes
f0t0e58 799.84 801.92 marker
f0t0e59 811.16 814.04 tape
f0t0e60 860.08 863.36 stile
f0t0e61 863.36 866.28 rail
f0t0e62 866.28 869.16 rail
f0t0e63 869.16 872.76 rail
f0t0e64 873.92 876.88 stile
f0t0e65 887.36 890.28 seat
f0t0e66 896.52 900.48 rail
f0t0e67 908.52 911.4 rail
f0t0e68 918.36 920.76 rail
f0t0e69 928.92 931.32 stickynotes
f0t0e70 931.32 933.24 marker
f0t0e71 943.76 948 tape
