ID start end name
f0t0e0 26.96 28.8 stile
f0t0e1 32.88 36.32 rail
f0t0e2 40.24 43.92 rail
f0t0e3 46.64 49.56 rail
f0t0e4 55 59.16 stile
f0t0e5 72.08 76.12 thumbtack
f0t0e6 83 86.92 thumbtack
f0t0e7 91.16 96.72 rail
f0t0e8 102.56 105.72 rail
f0t0e9 111.72 114.84 rail
f0t0e10 120.36 124.4 thumbtack
f0t0e11 129.52 133.32 seat
f0t0e12 139.8 143.88 thumbtack
f0t0e13 149.72 154.96 thumbtack
f0t0e14 158.48 163.2 thumbtack
f0t0e15 172.92 178.2 stickynotes
f0t0e16 187.68 191.12 marker
f0t0e17 196.84 206.4 tape
f0t0e18 206.72 212.32 scissors
f0t0e19 303.24 308.24 stile
f0t0e20 308.92 313.32 rail
f0t0e21 315.24 318.72 rail
f0t0e22 319.24 322.8 rail
f0t0e23 323.68 328.12 thumbtack
f0t0e24 333 338.72 stile
f0t0e25 346.36 351.08 thumbtack
f0t0e26 354 357.8 rail
f0t0e27 360.76 364 rail
f0t0e28 368.92 372.04 rail
f0t0e29 379.96 383.68 thumbtack
f0t0e30 388.28 392.44 thumbtack
f0t0e31 395.76 399.76 seat
f0t0e32 408.84 413.56 thumbtack
f0t0e33 414.04 418.72 thumbtack
f0t0e34 420.28 424.84 stickynotes
f0t0e35 424.96 429.8 marker
f0t0e36 439.08 442.96 tape
f0t0e37 442.96 449.84 scissors
f0t0e38 512.16 516.36 stile
f0t0e39 516.36 519.8 rail
f0t0e40 519.8 523.56 rail
f0t0e41 523.56 527.6 rail
f0t0e42 528.52 533.6 stile
f0t0e43 538.52 545.32 thumbtack
f0t0e44 548.84 553.48 thumbtack
f0t0e45 564.24 568.24 seat
f0t0e46 572.6 577.08 thumbtack
f0t0e47 580.2 584.72 thumbtack
f0t0e48 587.28 592 rail
f0t0e49 596.4 600.76 rail
f0t0e50 606.64 610.52 rail
f0t0e51 629.28 634.68 thumbtack
f0t0e52 665.96 668.84 sticknotes
f0t0e53 668.92 673.16 thumbtack
f0t0e54 683.04 688.88 thumbtack
f0t0e55 692.16 696.4 thumbtack
f0t0e56 720.72 726.68 thumbtack
f0t0e57 729.52 735.84 thumbtack
f0t0e58 745.52 749.72 marker
f0t0e59 755.76 761.64 tape
f0t0e60 761.64 769.8 scissors
f0t0e61 864.24 868.72 stile
f0t0e62 869.64 874.08 rail
f0t0e63 874.08 879.28 rail
f0t0e64 879.28 882.68 rail
f0t0e65 886.2 890.52 stile
f0t0e66 903.72 908.36 thumbtack
f0t0e67 911.12 914.88 thumbtack
f0t0e68 915.76 920.64 rail
f0t0e69 927.04 930.76 rail
f0t0e70 932.96 936.36 rail
f0t0e71 945.8 950.28 thumbtack
f0t0e72 952.36 956.4 thumbtack
f0t0e73 959.44 963.6 seat
f0t0e74 971.88 978.16 thumbtack
f0t0e75 980.96 988.28 thumbtack
f0t0e76 996.12 1000.32 sticknotes
f0t0e77 1000.32 1004.6 marker
f0t0e78 1010.96 1015.36 tape
f0t0e79 1015.36 1021.08 scissors
